"IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","TYPE","CARS","CARSDMG","CARSHZD","EVACUATE","DIVISION","STATION","MILEPOST","STATE","TEMP","VISIBLTY","WEATHER","TRNSPD","TYPSPD","TRNNBR","TRNDIR","TONS","TYPEQ","EQATT","TRKNAME","TRKCLAS","TRKDNSTY","TYPTRK","RRCAR1","CARNBR1","POSITON1","LOADED1","RRCAR2","CARNBR2","POSITON2","LOADED2","HEADEND1","MIDMAN1","MIDREM1","RMAN1","RREM1","HEADEND2","MIDMAN2","MIDREM2","RMAN2","RREM2","LOADF1","LOADP1","EMPTYF1","EMPTYP1","CABOOSE1","LOADF2","LOADP2","EMPTYF2","EMPTYP2","CABOOSE2","EQPDMG","TRKDMG","CAUSE","CAUSE2","CASKLDRR","CASINJRR","CASKLD","CASINJ","ACCAUSE","ACCTRK","ACCTRKCL","HIGHSPD","ACCDMG","DUMMY2","STCNTY","TOTINJ","DUMMY3","TOTKLD","ENGRS","FIREMEN","CONDUCTR","BRAKEMEN","ENGHR","ENGMIN","CDTRHR","CDTRMIN","JOINTCD","REGION","DUMMY4","TYPRR","DUMMY5","RRDIV","METHOD","NARRLEN","DUMMY6","YEAR4","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","OTHERKLD","OTHERINJ","COUNTY","CNTYCD","ALCOHOL","DRUG","DUMMY7","PASSTRN","SSB1","SSB2","NARR1","NARR2","NARR3","NARR4","NARR5","NARR6","NARR7","NARR8","NARR9","NARR10","NARR11","NARR12","NARR13","NARR14","NARR15","RCL","Latitude","Longitud","SIGNAL","MOPERA","ADJUNCT1","ADJUNCT2","ADJUNCT3",SUBDIV
"00","01","AGR","00JAN05R","","","","","00","01","AGR","00JAN05R","","","00","01","27","2","0","PM","01","0","0","0","0","SYSTEM","PINE HILL","778.5","01","50","2","1","005","R","MAC","1","700","7","Y","MAC YARD 2","1","","2","CSXT","121297","008","Y","WLO","503510","001","Y","3","0","0","0","0","0","0","0","0","0","9","0","0","0","0","1","0","0","0","0","20000","0","H021","","0","0","0","0","H021","2","1","005","20000","","01C131","0","000000","0","1","","1","","05","","05","","1","3","","3","","SYSTEM","N","241","","2000","0","0","0","0","0","0","WILCOX","131","","","","N","","","CREW SET CAR WLO 503510 TO #2 TRACK FAILED TO APPLY HANDBRAKE, WHILE SHOVING CAR CSXT 129927 INTO TR","ACK #3 CAR ROLLED OUT  OF TRACK #2 INTO THE SIDE OF CUT OF CARS CAUSING CAR WLO503510 TO DERAIL AND","TURN ON SIDE CAUSING MAJOR DAMAGE TO CAR.","","","","","","","","","","","","","","","","","","","","","",
"00","08","NS","002364","","","","","00","08","NS","002364","","","00","08","09","7","10","PM","01","0","0","0","0","HARRISBURG","CORNNY","291.00","36","86","2","1","004","R","47GH","3","11079","1","Y","CORNING RUNNING TRK","2","009.0","1","CR","297799","038","Y","","","000","","3","0","0","0","0","0","0","0","0","0","67","0","96","0","0","7","0","6","0","0","165515","3500","H503","","0","0","0","0","H503","1","2","004","169015","","36C101","0","000000","0","1","","1","","09","10","09","10","1","1","","1L","","","N","359","","2000","0","0","0","0","0","0","STEUBEN","101","","","","N","","","47G SHOVING NORTH ON CORNING RUNNING TRACK ON A .75 ASCENDING GRADE AND 10 DEGREE CURVE DERAILED. TH","RIRTEEN CARS,  DUE TO 20TH THRU 32ND HEAD CARS LIFTED OVER THE HIGH RAIL IN A 10 DEGREE CURVE ACCOUN","T EXCESSIVE BUFF FORCE GENERATED BY THREE HIGH ADHESION UNITS ON LINE(24 EQUIVALENT AXLES) SHOVING A","GAINST AN AUTOMATIC BRAKE APPLICATON ON AN ASCENDING GRADE.","","","","","","","","","","","","","","","","","","","","",
"00","08","NS","002378","","","","","00","08","ZQSC","INDUSTRY","","","00","08","10","5","5","PM","01","0","0","0","0","PITTSBURGH","KENILWOR","17.00","54","83","2","1","004","E","C14C","1","600","1","Y","QUAKER STATE INDUSTR","X","","4","INFX","408212","006","Y","","","000","","1","0","0","0","0","0","0","0","0","0","5","0","0","0","0","1","0","0","0","0","43072","400","T311","","0","0","0","0","T311","4","X","004","43472","","54C029","0","000000","0","1","","1","1","09","05","09","05","1","2","","1L","","","N","169","","2000","0","0","0","0","0","0","HANCOCK","029","","","","N","","","WHILE C 14 WAS GOING TO SPOT 5 CARS AT PENNZOIL ON #5 SPOT THE SWITCH POINTS GAPPED DERAILING INFX 4","08212.  DUE TO SWITCH OUT OF ADJUSTMENT ACCOUNT WEAK HEAD BLOCK TIES.","","","","","","","","","","","","","","","","","","","","","","",
"00","08","NS","002277","","","","","00","08","NS","002277","","","00","08","02","11","0","AM","01","0","0","0","0","TENNESSEE","JERSEY","235.10","47","85","2","1","000","E","LC85","4","0","8","Y","NO 1 MAIN","3","002.0","1","LC","008501","001","","","","000","","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35000","0","H999","","0","0","0","0","H999","1","3","000","35000","","47C065","0","000000","0","1","","","","04","","","","1","3","","1L","","TENNES","E","284","","2000","0","0","0","0","0","0","HAMILTON","065","","","","N","","","B & B DEPT REBUILDING BRIDGE WHEN LOCOMOTIVE CRANE HANDLING BRIDGE RISER ON NO 2 MAIN LINE WITH BOOM","HANGING, BRIDGE ACROSS NO 1 MAIN LINE BECAME UNBALANCED AND TURNED OVER FOULING NO 1 MAIN LINE.  DU","E TO LOAD BEING HANDLED EXCEEDED CAPACITY OF BOOM ANGLE AND CAUSED CRANE TO OVERTURN.","","","","","","","","","","","","","","","","","","","","","",
"00","09","BNSF","PR0900105","00","09","UP","0900NP004","00","09","BNSF","PR0900105","","","00","09","11","5","10","AM","01","0","0","0","0","POWDER RIVER","BILL","72.8","56","52","1","1","043","R","CNAM","3","9988","1","Y","MAIN TRK 1,2,& 3 CR7","4","316.01","1","RAWX","000237","057","Y","","","000","","3","0","0","0","0","0","0","0","0","0","75","0","0","0","0","9","0","0","0","0","148292","430000","T207","","0","0","0","2","T220","","","043","1481790","","56C009","0","000000","0","1","","1","","03","55","03","55","2","8","","1","","POWDER","E","426","","2000","0","0","0","0","0","0","CONVERSE","009","0","00","","N","","","COAL TRAIN C-NAMPRR-0-88 WAS MOVING AT TRACK SPEED EAST THROUGH CORSSOVERS WHEN THE SOUTH RAIL BROKE","DERAILING THE 54TH, 62ND AND 69TH THROUGH THE 75TH CARS. MAIN ONE AND TWO WERE FOULED.  ONE MINUTE","AND SIX SECONDS LATER, UPRR TRAIN CATWL1-37 COLLIDED WITH DERAILED CARS FOULING MAIN 2 AND DERAILED","BOTH LEAD UNITS AND THREE HEAD CARS,  APPROXIMATELY 1000 GALLONS OF DIESEL FUEL WAS RELEASED FROM EA","CH UNIT FROM THE UP TRAIN.","","","","","","","","","","","","","","","","","","","",
"00","09","BNSF","SC0900105","","","","","00","09","BNSF","SC0900105","","","00","09","16","11","35","PM","12","0","0","0","0","SOUTHERN CALIF","PICO RIVERA","","06","70","4","1","000","E","","","0","6","N","5607","1","","2","ATSF","067775","001","Y","","","000","","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","875","0","H307","H302","0","0","0","0","H307","2","1","005","7475","","06C037","0","000000","0","","","","","","","","","3","7","","1","","","N","120","","2000","0","0","0","0","0","0","LOS ANGELES","037","0","00","","N","","","TRAIN SCA0121-16 MAKING A SHOVING MOVE EAST WITH NO ONE ON THE POINT, STRUCK AND DERAILED 2 CARS FOU","LING THE 5607 TRACK.","","","","","","","","","","","","","","","","","","","","","","",
"00","09","BNSF","NE0900200","","","","","00","09","BNSF","NE0900200","","076577W","00","09","08","11","27","AM","07","5","0","0","0","NEBRASKA","ATLANTA","218.4","31","79","2","1","029","E","ZKCM","4","4590","1","Y","SIDING","4","020.68","1","ATSF","000130","001","","","","000","","6","0","0","0","0","0","0","0","0","0","31","0","38","0","0","0","0","0","0","0","13000","0","M302","","0","0","0","0","M302","1","4","029","13000","","31C137","0","000000","0","1","","1","","05","57","05","57","1","6","","1","","NEBRAS","E","188","","2000","0","0","0","0","0","0","PHELPS","137","","","","N","","","DRIVER SLOWED BUT DID NOT STOP AND FOULED THE TRACK THE IMPACT DID NOT INJURE THE DRIVER BUT THE ENS","UING FIRE DESTROYED THE TRUCK AND DAMAGED 3 UNITS.  NO HAZARDOUS MATERIALS WERE LEAKING.","","","","","","","","","","","","","","","","","","","","","","",
"00","09","BNSF","NM0900105","","","","","00","09","BNSF","NM0900105","","","00","09","23","9","20","PM","01","0","0","0","0","NEW MEXICO","CLOVIS","","35","55","4","1","003","E","YCLO","4","0","7","Y","161","X","","4","CRDX","008529","004","Y","","","000","","1","0","0","0","0","0","0","0","0","0","27","0","0","0","0","3","0","0","0","0","7701","1000","T110","","0","0","0","0","T110","4","X","003","8701","","35C009","0","000000","0","1","","1","1","06","20","06","20","1","5","","1","","NEWMEX","N","101","","2000","0","0","0","0","0","0","CURRY","009","","","","N","","","A RAIL TURNED OVER DUE TO POOR TIE CONDITION AND DERAILED 3 LOADED GRAIN CARS DURING A SHOVE TO SPOT",".","","","","","","","","","","","","","","","","","","","","","","",
"00","09","BNSF","NM0900106","","","","","00","09","BNSF","NM0900106","","","00","09","30","12","25","PM","01","0","0","0","0","NEW MEXICO","CLOVIS","","35","91","2","1","010","R","PRIC","3","2651","1","Y","XOVR","1","","2","SP","513479","004","Y","","","000","","3","0","0","0","0","0","0","0","0","0","28","0","0","0","0","1","0","0","0","0","5351","49200","T311","","0","0","0","0","T311","2","1","010","54551","","35C009","0","000000","0","1","","1","","01","","01","","1","5","","1","","NEWMEX","E","85","","2000","0","0","0","0","0","0","CURRY","009","","","","N","","","TRAIN LEAVING CLOVIS YARD DERAILED ON A SWITCH THAT WAS DAMAGED OR OUT OF ADJUSTMENT.","","","","","","","","","","","","","","","","","","","","","","","",
"00","09","BNSF","OR0900100","","","","","00","09","BNSF","OR0900100","","","00","09","06","5","40","PM","01","1","1","0","0","OREGON","VANCOUVER","","53","75","2","1","007","E","YVAW","2","0","7","Y","4598","1","","2","UTLX","662375","002","N","","","000","","1","0","0","0","0","0","0","0","0","0","31","0","10","0","0","0","0","3","0","0","21300","14000","H702","","0","0","0","0","H702","2","1","007","35300","","53C011","0","000000","0","1","","1","1","02","10","02","10","1","8","","1","","OREGON","NM","184","","2000","0","0","0","0","0","0","CLARK","011","0","00","","N","","","YARD JOB ENTERING THE YARD RAN THOUGH THE TRAILING END OF THE CROSS OVER.  ON THE REVERSE MOVE, THE","RUN THRU SWITCH GAPPED AND DERAILED 3 CARS.  HAZARDOUS CAR DERAILED BUT NOT LEAKING.","","","","","","","","","","","","","","","","","","","","","","",
