"IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","TYPE","CARS","CARSDMG","CARSHZD","EVACUATE","DIVISION","STATION","MILEPOST","STATE","TEMP","VISIBLTY","WEATHER","TRNSPD","TYPSPD","TRNNBR","TRNDIR","TONS","TYPEQ","EQATT","TRKNAME","TRKCLAS","TRKDNSTY","TYPTRK","RRCAR1","CARNBR1","POSITON1","LOADED1","RRCAR2","CARNBR2","POSITON2","LOADED2","HEADEND1","MIDMAN1","MIDREM1","RMAN1","RREM1","HEADEND2","MIDMAN2","MIDREM2","RMAN2","RREM2","LOADF1","LOADP1","EMPTYF1","EMPTYP1","CABOOSE1","LOADF2","LOADP2","EMPTYF2","EMPTYP2","CABOOSE2","EQPDMG","TRKDMG","CAUSE","CAUSE2","CASKLDRR","CASINJRR","CASKLD","CASINJ","ACCAUSE","ACCTRK","ACCTRKCL","HIGHSPD","ACCDMG","DUMMY2","STCNTY","TOTINJ","DUMMY3","TOTKLD","ENGRS","FIREMEN","CONDUCTR","BRAKEMEN","ENGHR","ENGMIN","CDTRHR","CDTRMIN","JOINTCD","REGION","DUMMY4","TYPRR","DUMMY5","RRDIV","METHOD","NARRLEN","DUMMY6","YEAR4","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","OTHERKLD","OTHERINJ","COUNTY","CNTYCD","ALCOHOL","DRUG","DUMMY7","PASSTRN","SSB1","SSB2","NARR1","NARR2","NARR3","NARR4","NARR5","NARR6","NARR7","NARR8","NARR9","NARR10","NARR11","NARR12","NARR13","NARR14","NARR15","RCL","Latitude","Longitud","SIGNAL","MOPERA","ADJUNCT1","ADJUNCT2","ADJUNCT3",SUBDIV
"98","12","UP","1298RS039","","","","","98","12","UP","1298RS039","","","98","12","22","7","15","PM","13","0","0","0","0","ROSEVILLE","WARM SPRINGS","8.5","06","30","4","1","005","E","LRB3","3","1400","7","Y","YARD","1","","2","ETTX","903692","016","Y","","","000","","1","0","0","0","0","0","0","0","0","0","30","0","0","0","0","3","0","0","0","0","6500","40000","H601","","0","0","0","0","H601","2","1","005","46500","","06C001","0","000000","0","1","1","1","1","05","15","05","15","1","7","W","1L","","ROSEVI","O","47","","1998","0","0","0","0","0","0","ALAMEDA","001","","","","N","","","HARD JOINT WAS MADE CAUSING 16TH CAR TO DERAIL.","","","","","","","","","","","","","","","","","","","","","","","",
"98","12","UP","1298RS053","98","12","ATK","81219WSDAA","98","12","UP","1298RS053","","","98","12","19","12","0","PM","01","0","0","0","0","ROSEVILLE","OAKLAND","5.3","06","60","2","1","000","","","","0","","","YARD","1","","2","","","000","","","","000","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","200","H702","","0","0","0","0","H702","2","1","005","22327","","06C001","0","000000","0","","","","","","","","","1","7","W","1L","","ROSEVI","","137","","1998","0","0","0","0","0","0","ALAMEDA","001","","","","","","","AMTRAK CREW RAN THRU SWITCH WHILE BACKING INTO OAKLAND COACH YARD.  UNKNOWN PERSON LINED SWITCH PREM","ATURELY CAUSING LOCOMOTIVE TO DERAIL.","","","","","","","","","","","","","","","","","","","","","","",
"98","12","UP","1298NP013","","","","","98","12","UP","1298NP013","","","98","12","19","3","2","AM","13","6","0","0","0","NORTH PLATTE","NORTH PLATTE","287.5","31","17","4","6","000","R","YNP3","4","2599","7","Y","YARD","1","","2","UP","002802","001","N","","","000","","2","0","0","0","0","0","0","0","0","0","22","0","7","0","0","0","0","0","0","0","100000","0","H399","","0","0","0","0","H399","2","1","010","100000","","31C111","0","000000","0","1","","","1","05","","","","3","6","W","1L","","NORPLA","O","301","","1998","0","0","0","0","0","0","LINCOLN","111","","","","N","","","JOB YNP37-18 WORKING IN BOWL COUPLING TRACK 27.  WHILE A TRAIN WAS BEING HUMPED, HUMP FOREMAN FAILED","TO LINE SWITCHES AGAINST CREW WORKING IN BOWL.  GATX 89077 WAS RELEASED TO BOWL 26, ROLLED INTO UP","2802 IN TRACK 27.  TYPE OF ACCIDENT:  13. O. = ROLLOUT.  30.  METHOD OF OPERATIONS:  O. = YARD RULES",".","","","","","","","","","","","","","","","","","","","","",
"98","12","UP","1298NP013","","","","","98","12","UP","1298NP013","","","98","12","19","3","2","AM","13","0","0","0","0","NORTH PLATTE","NORTH PLATTE","287.5","31","17","4","6","010","E","SING","3","102","5","N","YARD","1","","2","GATX","089077","001","Y","","","000","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","H399","","0","0","0","0","H399","2","1","010","100000","","31C111","0","000000","0","","","","","","","","","1","6","W","1L","","NORPLA","O","299","","1998","0","0","0","0","0","0","LINCOLN","111","","","","N","","","JOB YNP37-18 WORKING IN BOWL COUPLING TRACK 27.  WHILE A TRAIN WAS BEING HUMPED, HUMP FOREMAN FAILED","TO LINE SWITCHES AGAINST CREW WORKING IN BOWL.  GATX 89077 WAS RELEASED TO BOWL 26, ROLLED INTO UP","2802 IN TRACK 27.  TYPE OF ACCIDENT:  13. O. = ROLLOUT.  30.METHOD OF OPERATIONS:  O. = YARD RULES.","","","","","","","","","","","","","","","","","","","","","",
"98","12","UP","1298PD004","","","","","98","12","UP","1298PD004","","","98","12","18","10","40","AM","01","5","0","0","0","PORTLAND","MOSIER","70.8","41","35","2","1","016","E","MLJH","3","4545","1","Y","EAST MAIN","2","022.19","1","NAHX","510282","075","N","NAHX","510282","075","N","3","0","0","0","0","0","0","0","0","0","32","0","64","0","0","0","0","1","0","0","1500","31000","E67C","","0","0","0","0","E67C","1","2","016","32500","","41C065","0","000000","0","1","","1","","08","10","08","10","1","8","","1L","","","D","76","","1998","0","0","0","0","0","0","WASCO","065","","","","N","","","MLJHK-17 DERAILED ONE CAR DUE TO BUILT UP  TREAD ALL WHEELS ACCOUNT SLIDING.","","","","","","","","","","","","","","","","","","","","","","","",
"98","12","UP","1298PD015","","","","","98","12","UP","1298PD015","","","98","12","02","7","0","AM","01","2","0","0","0","PORTLAND","SEATTLE","181.2","53","42","2","2","003","E","ZMNS","1","4169","1","Y","YARD","2","","2","NTTX","066075","025","Y","","","000","","3","0","0","0","0","0","0","0","0","0","76","0","0","0","0","1","0","0","0","0","5000","5180","H503","","0","0","0","0","H503","2","2","003","10180","","53C033","0","000000","0","1","","1","","09","15","09","15","1","8","","1L","","","O","199","","1998","0","0","0","0","0","0","KING","033","0","00","","N","","","WHEN MAKING STOP, SLACK RAN I ON ZMNSE-27, DERAILING NTTX 66075.  CAR WAS THEN PULLED NORTH ON THE G","ROUND APPROXIMATELY 1150 FEET, SIDESWIPING LIGHT TOWER.  30.  METHOD OF OPERATION: O. = YARD RULES.","","","","","","","","","","","","","","","","","","","","","","",
"98","12","UP","1298PD016","","","","","98","12","UP","1298PD016","","","98","12","05","6","30","AM","01","0","0","0","0","PORTLAND","HERMISTON","186.0","41","30","4","1","010","R","MPDH","3","4764","1","Y","YARD","2","","2","SP","355283","036","N","","","000","","3","0","0","0","0","0","0","0","0","0","46","0","59","0","0","0","0","6","0","0","12600","1900","S010","","0","0","0","0","S010","2","2","010","14500","","41C059","0","000000","0","1","","1","","11","","11","","1","8","","1L","","","O","236","","1998","0","0","0","0","0","0","UMATILLA","059","","","","N","","","MPDHK-04 YARDING TRAIN INTO TRACK 204 WHEN 6 CARS DERAILED AT POWER SWITCH, WITH ONE OF THESE CARS K","NOCKING DOWN POWER POLE, RESULTING IN LOSS OF POWER & COMMUNICATIONS TO 90% OF HINKLE YARD.  30.  ME","THOD OF OPERATION:  O. = YARD RULES.","","","","","","","","","","","","","","","","","","","","","",
"98","12","UP","1298NP003","","","","","98","12","UP","1298NP003","","","98","12","06","6","0","PM","13","0","0","0","0","NORTH PLATTE","NORTH PLATTE","288.0","31","19","4","1","000","R","YNP","3","0","7","Y","YARD","X","","2","CHTT","020114","004","N","","","000","","3","0","0","0","0","0","0","0","0","0","0","0","19","0","0","0","0","0","0","0","33489","400","S007","","0","0","0","0","S007","2","X","003","33889","","31C111","0","000000","0","1","","1","1","03","","03","","3","6","W","1L","","NORPLA","O","279","","1998","0","0","0","0","0","0","LINCOLN","111","","","","N","","","PULLING TRIM OUT OF BOWL 20, CARS WERE HUMPED INTO BOWL 22 WHICH SHOVED THE CAR THAT WAS LEFT IN BOW","L 22 INTO SIDE OF THE TRIM, BEING PULLED OUT, DERAILING 1 CAR DAMAGING SEVERAL OTHER CARS.  TYPE OF","ACCIDENT:  13. O. = YARD SWITCHING.  30. METHOD OF OPERATIONS:  O. = YARD RULES.","","","","","","","","","","","","","","","","","","","","","",
"98","12","UP","1298NP003","","","","","98","12","UP","1298NP003","","","98","12","06","6","0","PM","13","0","0","0","0","NORTH PLATTE","NORTH PLATTE","288.0N","31","19","4","1","003","E","SING","3","0","5","N","YARD","X","","2","TSRD","003993","001","Y","","","000","","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","S007","","0","0","0","0","S007","2","X","003","33889","","31C111","0","000000","0","","","","","","","","","1","6","W","1L","","NORPLA","O","288","","1998","0","0","0","0","0","0","LINCOLN","111","","","","N","","","PULLING TRIM OUT OF BOWL 20, CARS WERE HUMPED INTO BOWL 22 WHICH SHOVED THE CAR THAT WAS LEFT IN BOW","L 22 INTO THE SIDE OF THE TRIM, BEING PULLED OUT, DERAILING 1 CAR AND DAMAGING SEVERAL OTHER CARS.","TYPE OF ACCIDENT:  13.  O. = YARD SWITCHING.  30.  METHOD OF OPERATIONS:  O. = YARD RULES.","","","","","","","","","","","","","","","","","","","","","",
"98","12","UP","1298NP007","","","","","98","12","UP","1298NP007","","","98","12","09","1","10","AM","13","2","0","0","0","NORTH PLATTE","NORTH PLATTE","286.2","31","25","4","1","004","E","YNP4","3","2280","7","Y","YARD","1","","2","RWSX","094040","031","Y","RWSX","094040","031","Y","2","0","0","0","0","0","0","0","0","0","33","0","14","0","0","0","0","1","0","0","15000","0","E85C","","0","0","0","0","E85C","2","1","004","15000","","31C111","0","000000","0","1","","1","1","01","40","01","40","1","6","W","1L","","NORPLA","O","280","","1998","0","0","0","0","0","0","LINCOLN","111","","","","N","","","CREW SHOVING CARS WEST TO CUT OFF ABOUT 10 CARS WHEN IT WAS NOTICED THEY HAD DROPPED ON THE GROUND.","AFTER LOOKING AT CAR, FOUND THAT DUMP DOORS HAD FALLEN DOWN AND ONE FELL OFF, DERAILNG CAR.  TYPE O","F ACCIDENT:  13. O. = YARD SWITCHING.  30. METHOD OF OPERATIONS: O. = YARD RULES.","","","","","","","","","","","","","","","","","","","","","",
