"IYR","IMO","RAILROAD","INCDTNO","IYR2","IMO2","RR2","INCDTNO2","IYR3","IMO3","RR3","INCDTNO3","DUMMY1","GXID","YEAR","MONTH","DAY","TIMEHR","TIMEMIN","AMPM","TYPE","CARS","CARSDMG","CARSHZD","EVACUATE","DIVISION","STATION","MILEPOST","STATE","TEMP","VISIBLTY","WEATHER","TRNSPD","TYPSPD","TRNNBR","TRNDIR","TONS","TYPEQ","EQATT","TRKNAME","TRKCLAS","TRKDNSTY","TYPTRK","RRCAR1","CARNBR1","POSITON1","LOADED1","RRCAR2","CARNBR2","POSITON2","LOADED2","HEADEND1","MIDMAN1","MIDREM1","RMAN1","RREM1","HEADEND2","MIDMAN2","MIDREM2","RMAN2","RREM2","LOADF1","LOADP1","EMPTYF1","EMPTYP1","CABOOSE1","LOADF2","LOADP2","EMPTYF2","EMPTYP2","CABOOSE2","EQPDMG","TRKDMG","CAUSE","CAUSE2","CASKLDRR","CASINJRR","CASKLD","CASINJ","ACCAUSE","ACCTRK","ACCTRKCL","HIGHSPD","ACCDMG","DUMMY2","STCNTY","TOTINJ","DUMMY3","TOTKLD","ENGRS","FIREMEN","CONDUCTR","BRAKEMEN","ENGHR","ENGMIN","CDTRHR","CDTRMIN","JOINTCD","REGION","DUMMY4","TYPRR","DUMMY5","RRDIV","METHOD","NARRLEN","DUMMY6","YEAR4","RREMPKLD","RREMPINJ","PASSKLD","PASSINJ","OTHERKLD","OTHERINJ","COUNTY","CNTYCD","ALCOHOL","DRUG","DUMMY7","PASSTRN","SSB1","SSB2","NARR1","NARR2","NARR3","NARR4","NARR5","NARR6","NARR7","NARR8","NARR9","NARR10","NARR11","NARR12","NARR13","NARR14","NARR15","RCL","Latitude","Longitud","SIGNAL","MOPERA","ADJUNCT1","ADJUNCT2","ADJUNCT3",SUBDIV
"93","11","UP","1193CA003","","","","","93","11","UP","1193CA003","","","93","11","04","4","45","PM","01","0","0","0","0","CALIFORNIA","LONBEACH","21.7","06","65","3","1","002","E","29","2","8128","1","Y","BRANCH MAIN","1","001.54","1","UP","034695","061","Y","","","","","3","0","0","0","0","0","0","0","0","0","79","0","0","0","0","4","0","0","0","0","7200","3500","H701","","0","0","0","0","H701","1","1","002","10700","","06C037","0","000000","0","1","0","1","1","03","10","03","10","1","7","W","1L","0","CALIFO","N","214","3118","1993","0","0","0","0","0","0","LOS ANGELES","037","","","","N","","","CSRLA-29 PULLING OUT OF MANUEL PASS 3 @ THENARD CONNECTION REALIZED REAR OF TRAIN WAS CUT. BRAKEMAN","WENT TO REAR TO PROTECT REVERSE MOVEMENT BUT DID NOT LINE SPRING SW FOR MOVEMENT. SPLIT SW, ROLLING","RAIL & 4 CARS.","","","","","","","","","","","","","","","","","","","","","",
"93","11","UP","1193CA008","","","","","93","11","UP","1193CA008","","","93","11","14","8","10","PM","01","0","0","0","0","CALIFORNIA","ARLINGTON","53.7","06","65","4","1","005","E","14","4","1700","1","Y","YARD","1","","2","USLX","007882","012","Y","","","","","3","0","0","0","0","0","0","0","0","0","14","0","1","0","0","3","0","0","0","0","4250","3000","M503","","0","0","0","0","M503","2","1","005","7250","","06C065","0","000000","0","1","0","1","1","08","30","08","30","1","7","W","1L","0","CALIFO","M","113","3119","1993","0","0","0","0","0","0","RIVERSIDE","065","","","","N","","","IMPROPERLY LINED SWITCH IN MIDDLE OF CUT OF CARS. LIKELY THAT NEARBY TEENAGERS LINED IT AS CARS WERE","BEING SHOVED.","","","","","","","","","","","","","","","","","","","","","","",
"93","11","SP","I1573","","","","","93","11","SP","I1573","","","93","11","29","9","0","PM","01","0","0","0","0","WEST COLTON","WEST COLTON","YARD","06","60","4","2","010","E","765","3","1100","7","Y","901","1","","2","WW","002022","001","Y","","","","","1","0","0","0","0","0","0","0","0","0","9","0","1","0","0","1","0","1","0","0","20000","565","M599","","0","0","0","0","M599","2","1","010","20565","","06C071","0","000000","0","1","0","1","1","05","30","05","30","1","7","W","1L","0","WESCOL","NM","86","3107","1993","0","0","0","0","0","0","SAN BERNARDINO","071","","","","N","","","TWO CARS ROLED OUT EAST END OF BOWL TRACK 225 DERAILING ON TRACK 901 AT THE 43 DERAIL.","","","","","","","","","","","","","","","","","","","","","","","",
"93","11","SR","506612","","","","","93","11","SR","506612","","","93","11","30","3","5","AM","01","0","0","0","0","SYSTEM","REFORM","46.4","01","30","4","1","025","E","1028","4","1430","1","Y","SINGLE MAIN","2","0002.5","1","NOKL","003240","019","Y","","","","","2","0","0","0","0","0","0","0","0","0","11","0","11","0","0","5","0","0","0","0","77000","8500","T221","","0","0","0","0","T221","1","2","025","85500","","01C107","0","000000","0","1","0","1","0","07","05","07","05","1","3","","3L","0","SYSTEM","O","87","3108","1993","0","0","0","0","0","0","PICKENS","107","","","","N","","","WHILE ENROUTE BETWEEN STATIONS RAIL BROKE UNDER TRAIN, CAUSING DERAILMENT OF FIVE CARS.","","","","","","","","","","","","","","","","","","","","","","","",
"93","11","SSW","W2543","","","","","93","11","SSW","W2543","X020","","93","11","28","6","0","AM","04","0","0","0","0","PINE BLUFF","PINE BLUFF","YARD","05","40","4","1","000","E","27","1","5390","7","Y","#1 RAIL","1","","2","SOU","584902","023","Y","","","","","2","0","0","0","0","2","0","0","0","0","52","0","4","0","0","1","0","0","0","0","7500","1170","H307","H702","0","0","0","0","H307","2","1","010","11170","","05C069","0","000000","0","1","0","1","1","05","26","05","26","1","5","W","1L","0","PINBLU","NM","75","3110","1993","0","0","0","0","0","0","JEFFERSON","069","00","00","","N","","","COLLISION CAUSED DERAILMENT DUE TO FAILURE IN CONTROLLING SHOVING MOVEMENT.","","","","","","","","","","","","","","","","","","","","","","","",
"93","12","CSX","129305019","","","","","93","12","CSX","129305019","","","93","12","08","5","0","PM","01","0","0","0","0","FLORENCE","CLINTON","01987","37","35","3","1","005","R","F726","1","1300","1","Y","PRESTAGE 002","1","","4","CSXT","247515","011","Y","","","","","3","0","0","0","0","0","0","0","0","0","21","0","0","0","0","3","0","0","0","0","20500","1000","M204","","0","0","0","0","M204","4","1","005","21500","","37C061","0","000000","0","1","0","1","1","09","00","09","00","1","3","","1L","0","FLOREN","O","122","3259","1993","0","0","0","0","0","0","DUPLIN","061","","","","N","","","F726 WAS SHOVING 21 LOADS INTO INDUSTRY TRACK WHEN 11TH CAR FROM REAR DERAILED WHEEL R3 APPROX 24 IN","CHES BEYOND SWITCH PT.","","","","","","","","","","","","","","","","","","","","","","",
"93","12","CSX","129305022","","","","","93","12","CSX","129305022","X020","","93","12","18","7","25","PM","01","10","1","0","0","FLORENCE","ACCA","000000","51","45","4","2","004","E","R409","2","5421","1","Y","OLD MAIN","1","","2","CSXT","199087","011","N","","","","","5","0","0","0","0","0","0","0","0","0","21","0","82","0","0","1","0","3","0","0","7550","2500","H503","","0","0","0","0","H503","2","1","004","10050","","51C760","0","000000","0","1","0","1","0","05","25","05","25","1","2","","1L","1","FLOREN","ENI","125","3260","1993","0","0","0","0","0","0","RICHMOND","760","00","00","","N","","","AFTER DOUBLING OVER TRAIN, SHOVED BACK 18 CAR LENGTHS AND STOPPED TO PICK UP CONDUCTOR. BEGAN SHOVIN","G BACK AND DERAILED CARS.","","","","","","","","","","","","","","","","","","","","","","",
"93","12","CSX","129308011","","","","","93","12","CSX","129308011","","","93","12","14","11","35","AM","01","0","0","0","0","MOBILE","BRUCETON","00950","47","40","2","2","003","E","R532","1","3978","1","Y","BRUCETON YD","1","","2","GATX","022013","040","Y","","","","","4","0","0","0","0","0","0","0","0","0","29","0","15","0","0","2","0","1","0","0","10350","300","T220","","0","0","0","0","T220","2","1","003","10650","","47C017","0","000000","0","1","0","1","0","02","05","02","05","1","3","","1L","0","MOBILE","N","153","3261","1993","0","0","0","0","0","0","CARROLL","017","","","","N","","","CUT OFF ON MAIN TRACK WITH ENGS AND HEAD 8 CARSBACK INTO NO 4 YD TRK TO P/U 28-8, PULLED 15 CAR LENG","THS, DERAILED 3 CARS BLOCKS NO 4 YD AND FOUL NO 5 YD.","","","","","","","","","","","","","","","","","","","","","","",
"93","12","CSX","129301001","","","","","93","12","CSX","129301001","","","93","12","01","10","0","PM","01","8","3","0","0","ATLANTA","MILLSDALE","06330","12","60","4","1","008","R","Y239","2","0","7","Y","EXPORT LEAD","1","0015.2","1","NATX","029287","020","Y","","","","","1","0","0","0","0","0","0","0","0","0","25","0","0","0","0","5","0","0","0","0","25300","1000","T221","","0","0","0","0","T221","1","1","008","26300","","12C031","0","000000","0","1","0","1","0","07","00","07","00","1","3","","1L","1","ATLANT","N","122","3251","1993","0","0","0","0","0","0","DUVAL","031","","","","N","","","VERTICAL SHEAR ON LOW RAIL OF CURVE ALLOWED WHEEL TO DROP IN. RAIL CONDITION DUE TO GAGE CONDITION A","T POINT OF DERAILMENT.","","","","","","","","","","","","","","","","","","","","","","",
"93","12","CSX","129301002","","","","","93","12","CSX","129301002","X020","","93","12","05","8","25","AM","01","17","4","0","0","ATLANTA","ABBEVILLE","04455","45","45","2","1","035","E","L663","2","8433","1","Y","MAIN TRACK","2","0000.2","1","GTTX","975128","034","N","","","","","7","0","0","0","0","0","0","0","0","0","49","0","84","0","0","16","0","13","0","0","388650","30000","H508","","0","0","0","0","H508","1","2","035","418650","","45C001","0","000000","0","1","0","1","1","04","10","04","10","1","3","","1L","1","ATLANT","E","69","3252","1993","0","0","0","0","0","0","ABBEVILLE","001","00","00","","N","","","TRAIN L663 MOVING SOUTH NEAR WATTS HAD 34TH THRU 62ND CARS TO DERAIL.","","","","","","","","","","","","","","","","","","","","","","","",
